id_dataset_historique_seance_exercice,age,sexe,poids_kg,taille_cm,bpm_max,bpm_moyen,bpm_repos,duree_seance_minutes,calories_brulees,type_sport,pourcentage_gras,consommation_eau_ml,frequence_sport_jour_semaine,niveau_experience
10625,51,M,88.2,162,163,133,72,93.6,1027.0,Cardio,11.8,3500.0,4,3
10626,29,F,75.6,180,175,149,57,78.6,976.0,Yoga,25.7,1900.0,4,2
10627,52,F,57.9,156,166,152,68,99.6,1135.0,HIIT,15.8,2700.0,4,3
10628,52,F,70.6,158,181,164,67,61.2,753.0,HIIT,34.9,2000.0,3,2
10629,18,M,118.6,164,188,134,67,56.4,693.0,Cardio,25.6,2700.0,3,1
10630,57,M,55.7,199,170,126,70,67.8,705.0,Strength,23.6,3000.0,3,2
10631,39,M,102.3,194,192,134,50,53.4,656.0,Yoga,22.9,2400.0,3,1
10632,46,M,72.6,187,188,161,64,78.6,1044.0,HIIT,22.6,3400.0,4,2
10633,25,F,63.8,168,198,165,67,57.0,784.0,Cardio,31.6,1900.0,2,1
10634,28,F,67.3,167,171,157,74,36.6,479.0,Strength,29.2,2300.0,3,1
10635,58,F,59.3,158,166,165,56,118.2,1463.0,Strength,19.8,2700.0,4,3
10636,54,F,70.7,157,198,163,65,68.4,836.0,Cardio,31.8,2100.0,3,1
10637,31,M,86.9,169,185,130,65,103.2,1230.0,Yoga,14.0,3500.0,4,3
10638,47,M,98.2,190,199,148,64,45.6,557.0,HIIT,22.9,3000.0,3,1
10639,52,M,63.6,162,168,150,55,78.0,965.0,Strength,20.8,2300.0,4,2
10640,38,F,45.2,168,193,144,58,60.6,727.0,HIIT,29.9,2400.0,3,2
10641,54,M,117.2,162,172,143,56,62.4,736.0,HIIT,23.1,2300.0,4,2
10642,22,M,107.4,174,195,138,63,80.4,1017.0,Strength,22.0,2200.0,2,1
10643,36,F,59.1,178,184,121,60,51.0,514.0,Cardio,34.5,2200.0,2,1
10644,31,F,53.3,164,183,141,70,34.2,402.0,Strength,29.4,2400.0,3,1
10645,43,M,46.2,163,176,139,65,70.8,812.0,Strength,21.7,2100.0,2,1
10646,21,M,67.0,161,161,152,74,79.2,1104.0,Yoga,22.0,2100.0,3,2
10647,42,M,86.3,177,172,127,55,106.2,1113.0,HIIT,11.4,3500.0,4,3
10648,59,M,85.5,167,190,144,71,119.4,1418.0,Cardio,15.0,3500.0,5,3
10649,42,M,70.2,187,188,165,65,82.8,1127.0,HIIT,22.7,3400.0,3,2
10650,35,M,127.1,162,187,128,69,61.2,718.0,Strength,23.3,3400.0,4,2
10651,57,F,75.6,167,186,153,65,63.0,723.0,Cardio,31.6,1800.0,3,2
10652,25,F,62.6,165,174,142,61,72.0,852.0,Cardio,27.9,2200.0,3,1
10653,56,F,55.7,153,190,124,66,114.6,1066.0,Cardio,16.1,2700.0,5,3
10654,57,M,96.1,174,199,144,54,72.6,862.0,Cardio,21.6,2800.0,3,2
10655,31,F,76.7,162,174,127,74,83.4,883.0,Yoga,28.1,2300.0,4,2
10656,49,M,57.2,189,192,135,62,68.4,762.0,Cardio,21.1,3500.0,2,1
10657,55,M,69.9,181,179,167,57,72.0,992.0,Strength,20.2,2100.0,4,2
10658,50,F,67.9,177,171,164,73,61.8,760.0,Yoga,33.0,2400.0,3,2
10659,40,M,87.9,187,196,134,54,117.6,1445.0,Strength,10.7,3500.0,5,3
10660,32,M,102.8,198,168,120,61,74.4,818.0,Strength,27.8,2800.0,3,2
10661,50,F,51.8,150,182,141,58,79.2,838.0,HIIT,33.0,2200.0,3,1
10662,42,F,57.7,157,167,122,52,109.8,1005.0,Cardio,17.7,2700.0,4,3
10663,34,F,66.5,169,191,157,52,48.6,636.0,Cardio,28.1,2300.0,3,1
10664,50,M,95.4,161,173,133,50,69.6,764.0,Strength,21.5,3600.0,4,2
10665,19,F,69.2,160,186,155,74,70.2,907.0,Cardio,32.4,1600.0,3,1
10666,31,F,66.6,167,184,137,71,61.2,699.0,Yoga,31.0,1500.0,4,2
10667,57,M,83.4,165,172,166,67,94.2,1290.0,HIIT,13.3,3500.0,4,3
10668,57,F,43.8,175,180,160,73,83.4,1001.0,Cardio,25.1,1700.0,2,1
10669,56,F,64.2,169,190,137,61,119.4,1227.0,Cardio,19.6,2700.0,5,3
10670,23,F,44.1,162,196,122,58,34.8,354.0,Yoga,25.7,2700.0,2,1
10671,23,M,87.3,191,164,129,58,112.2,1327.0,HIIT,11.8,3500.0,5,3
10672,20,M,55.0,160,172,168,67,67.2,1035.0,Yoga,24.0,3200.0,4,2
10673,24,M,87.1,174,187,158,67,94.2,1364.0,Strength,10.0,3500.0,4,3
10674,25,M,66.6,161,184,166,56,82.8,1260.0,Strength,25.0,3000.0,2,1
10675,59,F,60.4,176,194,120,53,103.2,929.0,Cardio,18.8,2700.0,5,3
10676,32,M,126.4,183,198,146,62,66.0,883.0,HIIT,28.2,2100.0,3,2
10677,46,M,88.7,163,166,146,66,45.0,542.0,Strength,28.8,3500.0,2,1
10678,34,F,86.7,186,174,152,74,67.2,712.0,Strength,12.8,2400.0,5,2
10679,26,F,84.7,183,166,156,73,60.0,833.0,Strength,27.9,2800.0,5,2
10680,22,M,64.8,185,187,166,64,74.4,1678.0,Cardio,28.7,1900.0,3,2
10681,54,F,75.3,182,187,169,58,87.0,628.0,Cardio,31.8,2400.0,4,1
10682,34,F,52.8,174,177,169,66,96.0,1286.0,Strength,26.4,3200.0,4,2
10683,38,F,53.0,158,161,128,74,97.2,953.0,HIIT,23.4,2500.0,2,2
10684,44,F,46.5,181,191,142,74,87.6,1238.0,Cardio,11.9,3700.0,2,2
10685,50,F,88.5,163,181,136,63,97.8,829.0,Strength,11.6,1800.0,4,2
10686,18,F,82.9,154,174,169,64,46.2,802.0,HIIT,27.8,2200.0,3,1
10687,34,F,65.9,174,195,169,73,120.0,1231.0,Yoga,30.5,3200.0,5,2
10688,39,F,47.0,178,181,155,55,113.4,747.0,Yoga,31.7,2300.0,3,3
10689,19,M,87.7,198,186,145,50,96.6,1705.0,Strength,14.1,2300.0,3,2
10690,56,F,107.4,173,176,141,71,39.0,1564.0,HIIT,26.0,3000.0,2,3
10691,19,F,71.7,191,197,148,74,69.0,464.0,Cardio,32.5,2700.0,4,2
10692,30,F,90.6,160,161,125,52,61.8,1410.0,Yoga,16.0,3500.0,4,2
10693,23,M,56.2,176,195,141,55,87.0,1195.0,HIIT,23.9,3200.0,4,1
10694,39,F,71.3,177,171,124,74,41.4,871.0,Cardio,21.9,2100.0,5,1
10695,54,F,47.7,156,181,128,74,90.0,853.0,Yoga,26.5,1500.0,3,1
10696,26,M,129.9,171,196,136,74,76.2,931.0,Yoga,26.6,1800.0,5,1
10697,22,F,102.4,150,173,156,55,86.4,453.0,HIIT,17.5,1600.0,4,3
10698,36,F,64.2,178,192,130,74,82.8,1708.0,Yoga,31.9,2100.0,0,1
10699,25,M,57.2,182,184,140,74,69.0,888.0,Strength,26.9,2600.0,4,2
10700,59,M,71.8,150,165,152,74,116.4,758.0,Yoga,28.9,3300.0,3,1
10701,18,M,112.4,171,177,165,55,93.6,1044.0,HIIT,33.5,1700.0,2,2
10702,18,M,40.0,172,188,155,74,90.6,1266.0,Cardio,26.4,2500.0,2,0
10703,25,F,64.3,165,183,169,67,76.8,1783.0,Cardio,20.0,3200.0,2,3
10704,32,M,72.4,174,189,127,60,84.0,1090.0,Yoga,16.9,1600.0,2,1
10705,28,M,62.4,156,193,141,55,120.0,861.0,Cardio,32.2,3600.0,3,1
10706,27,F,78.6,165,198,127,66,96.6,938.0,Yoga,26.8,3100.0,3,1
10707,44,F,45.0,153,199,158,50,42.0,930.0,Strength,21.9,3600.0,4,1
10708,20,F,103.4,153,180,166,56,76.8,631.0,HIIT,23.0,3000.0,4,1
10709,51,M,79.2,185,178,147,51,91.2,1355.0,Strength,23.2,2000.0,4,1
10710,52,F,40.0,184,182,156,56,72.0,1258.0,Cardio,25.0,2000.0,4,2
10711,35,M,75.7,161,192,147,52,55.2,1211.0,Strength,21.2,2400.0,3,2
10712,21,M,76.8,175,166,125,74,93.6,1152.0,Strength,25.1,2700.0,3,1
10713,48,F,112.6,169,160,162,63,53.4,1482.0,Cardio,22.6,2500.0,4,2
10714,18,M,73.7,178,192,154,73,70.8,851.0,Strength,27.4,2600.0,2,2
10715,18,F,84.0,171,194,148,52,55.2,621.0,Strength,28.3,3400.0,3,3
10716,28,M,68.0,170,174,155,68,44.4,1464.0,Yoga,17.0,2300.0,3,2
10717,49,F,102.4,165,185,148,68,76.2,980.0,Cardio,34.8,2000.0,5,0
10718,42,F,95.5,195,168,125,72,114.6,632.0,HIIT,26.1,2000.0,4,1
10719,27,F,58.7,198,199,145,52,120.0,1119.0,Cardio,23.0,2700.0,2,3
10720,24,F,86.5,165,196,169,59,64.8,771.0,Cardio,27.3,2100.0,3,1
10721,44,F,63.6,178,167,129,74,80.4,1165.0,Yoga,10.7,3400.0,4,1
10722,52,M,58.7,158,169,131,53,68.4,900.0,HIIT,28.5,3300.0,3,0
10723,49,F,56.6,175,198,120,72,67.2,1767.0,Yoga,23.6,2600.0,2,2
10724,36,F,40.0,171,178,169,69,78.0,1519.0,HIIT,27.5,2700.0,4,1
10725,23,F,67.7,173,188,162,54,105.6,954.0,Yoga,18.0,3200.0,3,1
10726,56,F,40.0,174,172,146,74,85.8,876.0,Yoga,26.0,3400.0,2,1
10727,24,M,68.3,174,184,161,51,114.0,566.0,Cardio,27.5,3500.0,4,0
10728,22,F,99.1,172,182,169,62,68.4,1105.0,Yoga,31.4,3600.0,4,1
10729,20,F,72.9,163,164,156,51,66.6,582.0,Strength,27.1,3200.0,3,2
10730,44,F,40.0,168,175,156,74,62.4,1010.0,Cardio,28.1,1800.0,3,3
10731,33,F,58.3,177,167,153,74,84.6,969.0,Strength,29.5,2600.0,2,1
10732,18,M,40.0,164,177,134,53,58.8,468.0,Strength,25.6,2100.0,3,3
10733,59,M,45.8,150,163,137,55,118.8,1306.0,Cardio,24.0,2900.0,4,2
10734,27,M,52.3,175,180,128,61,115.2,931.0,Strength,15.0,2500.0,4,2
10735,33,F,76.3,195,188,125,72,57.0,899.0,Strength,21.7,2300.0,5,1
10736,47,M,77.5,172,176,151,56,83.4,679.0,Cardio,13.3,3500.0,2,3
10737,46,F,40.0,158,177,132,58,77.4,1189.0,Strength,31.1,2500.0,0,2
10738,27,M,96.3,161,198,159,70,69.6,1203.0,Cardio,32.1,3100.0,3,1
10739,55,F,68.4,185,175,150,58,69.6,1020.0,Cardio,29.2,2500.0,4,2
10740,18,F,56.9,177,183,131,57,76.8,1052.0,Cardio,20.7,3500.0,4,2
10741,24,M,47.6,151,175,120,70,46.8,583.0,Strength,22.6,1700.0,5,1
10742,26,F,88.8,170,193,169,68,114.6,1145.0,Strength,18.1,3700.0,2,2
10743,29,M,96.7,170,175,141,54,120.0,880.0,Yoga,32.9,2300.0,2,3
10744,43,M,112.0,171,166,146,58,97.2,815.0,HIIT,31.2,2600.0,3,1
10745,48,M,75.2,172,193,169,59,92.4,1726.0,Cardio,30.9,1900.0,2,0
10746,29,F,72.0,166,167,144,68,52.2,1248.0,HIIT,10.0,3600.0,4,3
10747,22,F,75.7,156,194,142,61,73.8,643.0,Strength,28.8,2300.0,3,3
10748,39,F,41.3,176,175,136,69,85.2,1096.0,Yoga,24.3,3200.0,3,2
10749,41,M,40.0,177,176,148,65,61.8,1238.0,Yoga,11.6,1900.0,5,1
10750,41,F,63.7,193,195,155,61,70.8,1064.0,HIIT,21.2,3400.0,4,1
10751,31,F,100.0,175,190,169,67,87.6,1573.0,HIIT,20.8,3400.0,4,2
10752,20,M,45.0,168,171,154,74,90.0,1692.0,Yoga,10.0,2400.0,4,1
10753,26,M,47.1,161,189,138,52,75.6,1095.0,Yoga,19.3,3600.0,3,3
10754,37,F,72.1,183,164,152,58,94.8,1091.0,Cardio,34.4,3300.0,4,2
10755,59,M,57.5,181,175,169,58,88.2,1349.0,Cardio,24.7,2500.0,5,2
10756,22,M,54.3,185,165,144,53,120.0,1740.0,Cardio,26.6,3700.0,4,2
10757,25,M,63.9,167,178,144,61,93.6,868.0,Strength,24.8,2400.0,3,2
10758,32,M,56.6,200,190,123,65,75.0,1309.0,HIIT,14.7,3500.0,4,3
10759,29,F,95.3,172,190,169,74,89.4,733.0,HIIT,29.2,3700.0,5,3
10760,30,F,96.3,200,173,136,74,120.0,1095.0,HIIT,20.4,1500.0,5,2
10761,28,M,84.4,174,182,142,52,87.0,1392.0,Strength,22.0,2600.0,2,1
10762,33,M,60.5,154,195,126,56,76.2,1237.0,Cardio,29.1,3700.0,4,2
10763,49,M,45.0,184,190,159,53,78.0,864.0,HIIT,26.5,1500.0,4,2
10764,53,M,87.7,184,164,152,53,82.2,1066.0,Cardio,24.7,2600.0,5,2
10765,54,F,46.1,185,187,162,63,81.0,772.0,Strength,25.7,3600.0,4,1
10766,18,F,69.8,182,178,168,58,114.0,963.0,HIIT,31.4,3700.0,5,2
10767,18,M,79.2,177,198,137,66,72.0,1429.0,Yoga,12.9,3700.0,3,2
10768,29,M,60.6,176,188,148,50,82.8,676.0,Strength,30.2,2500.0,3,0
10769,22,F,53.3,173,172,144,71,66.0,1235.0,Strength,22.8,2600.0,3,1
10770,20,M,95.7,185,196,136,58,86.4,987.0,HIIT,23.8,1500.0,3,2
10771,29,F,57.4,174,198,165,67,94.8,880.0,Strength,20.9,3300.0,4,1
10772,47,M,87.3,190,194,164,74,112.2,1073.0,HIIT,23.7,3500.0,5,2
10773,18,M,79.2,166,176,154,72,94.8,1493.0,Strength,18.1,2300.0,3,1
10774,18,M,73.8,175,187,149,74,98.4,1065.0,HIIT,17.7,2400.0,3,1
10775,27,M,72.8,182,162,136,57,73.8,780.0,HIIT,11.4,3500.0,4,3
10776,38,M,50.0,175,186,135,59,120.0,695.0,Strength,23.4,1600.0,4,1
10777,29,F,93.5,185,166,167,74,60.6,670.0,Cardio,23.2,2600.0,3,1
10778,54,M,84.0,194,178,133,53,88.2,942.0,Yoga,30.7,1500.0,4,1
10779,37,F,55.3,173,183,134,51,66.0,976.0,Yoga,31.3,2800.0,2,2
10780,21,M,66.6,185,189,121,56,52.8,993.0,HIIT,13.9,3400.0,5,1
10781,26,F,59.8,160,180,151,58,72.0,611.0,HIIT,16.4,2500.0,3,3
10782,42,F,80.3,194,192,169,52,103.2,753.0,Yoga,24.6,3500.0,5,2
10783,31,F,129.9,170,190,169,69,82.8,735.0,Strength,10.0,2100.0,3,3
10784,50,F,40.0,175,162,169,55,120.0,1449.0,Yoga,31.7,3500.0,4,3
10785,51,F,91.7,172,168,137,58,51.6,1529.0,Cardio,10.0,1700.0,0,1
10786,18,M,64.8,182,169,156,69,115.8,1516.0,Strength,21.9,3500.0,3,2
10787,54,M,60.1,163,174,159,72,31.2,893.0,Cardio,18.4,3600.0,4,1
10788,37,M,46.3,169,181,141,67,98.4,1445.0,Strength,20.7,2500.0,4,2
10789,21,M,66.9,169,197,149,74,82.2,872.0,Yoga,16.6,2600.0,5,2
10790,19,F,40.0,193,167,158,74,71.4,1265.0,Yoga,24.7,2600.0,4,3
10791,36,F,50.1,185,199,140,68,54.6,1243.0,Strength,30.7,2800.0,4,2
10792,23,M,71.3,177,171,134,50,80.4,1239.0,Cardio,35.0,2500.0,3,3
10793,39,F,66.8,161,177,127,59,98.4,770.0,Yoga,28.0,3100.0,4,1
10794,45,M,53.9,168,169,141,71,95.4,1031.0,Yoga,19.2,2100.0,3,3
10795,33,F,97.1,186,166,127,72,83.4,1783.0,HIIT,11.0,1500.0,4,1
10796,27,F,40.0,157,178,169,52,79.2,949.0,Strength,28.4,3100.0,3,2
10797,37,M,62.1,185,196,151,64,76.8,943.0,HIIT,26.7,3300.0,4,1
10798,28,M,60.7,173,198,124,70,80.4,1212.0,Cardio,24.8,2000.0,2,1
10799,18,M,46.9,184,185,147,65,77.4,1040.0,HIIT,21.8,1700.0,3,1
10800,18,F,90.8,166,182,134,56,106.2,990.0,Yoga,10.0,1800.0,4,2
10801,24,F,44.0,179,193,164,62,110.4,622.0,Strength,26.3,3500.0,4,2
10802,23,F,74.2,171,199,150,57,63.0,1166.0,Cardio,34.5,3300.0,0,1
10803,23,F,58.2,185,196,130,57,81.6,582.0,HIIT,25.7,1500.0,4,1
10804,43,M,74.2,176,188,141,68,58.8,1426.0,Cardio,21.2,3100.0,2,3
10805,18,M,56.1,200,180,120,57,62.4,1461.0,HIIT,27.4,2000.0,5,2
10806,45,F,42.1,186,194,129,74,54.6,1176.0,Strength,22.1,3600.0,5,1
10807,18,M,40.0,173,168,121,73,38.4,1153.0,HIIT,29.9,3100.0,2,3
10808,22,F,40.0,175,181,155,50,120.0,998.0,Strength,27.0,1800.0,0,1
10809,28,F,107.7,199,188,129,55,120.0,1127.0,Yoga,10.0,2000.0,2,1
10810,18,F,40.0,180,196,120,70,120.0,979.0,Cardio,10.0,2600.0,4,1
10811,57,F,70.0,181,167,154,53,78.0,1149.0,Yoga,26.6,1500.0,3,3
10812,55,F,63.2,159,161,168,69,89.4,1094.0,Yoga,19.0,3600.0,3,2
10813,50,M,69.6,171,167,169,57,58.8,470.0,Yoga,27.2,2700.0,2,2
10814,32,M,57.0,176,170,160,71,109.2,904.0,Strength,30.9,3300.0,4,3
10815,20,F,75.8,187,160,163,63,120.0,988.0,HIIT,23.5,2700.0,4,3
10816,18,M,54.7,160,167,156,57,97.8,1134.0,Yoga,22.7,3400.0,4,2
10817,30,M,62.2,169,164,134,67,74.4,1783.0,Cardio,30.3,3200.0,3,2
10818,18,M,97.5,200,169,159,68,70.2,782.0,Strength,24.8,1800.0,2,1
10819,31,F,51.0,156,193,140,64,84.6,1347.0,Cardio,28.6,3500.0,2,2
10820,31,F,71.0,181,199,158,68,112.2,1228.0,Strength,29.6,2700.0,2,2
10821,28,F,70.0,174,198,169,69,120.0,1468.0,Cardio,28.4,2800.0,4,2
10822,48,M,67.3,161,173,139,59,51.6,659.0,Cardio,20.5,2700.0,3,0
10823,52,F,73.5,178,181,162,67,120.0,1325.0,Yoga,21.1,2300.0,3,3
10824,18,M,94.7,152,161,141,66,84.0,1446.0,Yoga,16.7,2600.0,3,2
10825,47,M,40.0,189,177,139,69,78.0,902.0,HIIT,26.7,3300.0,3,3
10826,54,F,63.5,151,192,147,70,73.8,526.0,Yoga,28.3,2200.0,0,3
10827,22,F,60.1,171,198,161,70,62.4,533.0,HIIT,10.3,3400.0,5,1
10828,31,M,40.0,177,181,127,51,45.6,1382.0,Cardio,15.3,2600.0,4,0
10829,48,M,55.5,150,183,133,51,43.8,830.0,Cardio,27.3,2200.0,3,3
10830,23,F,95.6,150,196,152,56,30.0,639.0,Yoga,25.2,3200.0,2,1
10831,43,M,102.5,179,190,138,69,92.4,844.0,Cardio,19.7,3700.0,4,2
10832,50,M,56.6,196,196,169,74,120.0,1299.0,Strength,24.8,1600.0,3,2
10833,30,M,40.0,167,176,120,55,83.4,1710.0,Cardio,18.2,2700.0,3,1
10834,25,F,74.9,166,192,138,58,103.8,1766.0,HIIT,28.7,2300.0,5,1
10835,19,F,82.8,179,192,127,74,70.8,1140.0,Cardio,10.0,2400.0,4,3
10836,41,F,73.3,171,196,158,56,81.6,1234.0,Strength,30.1,3200.0,4,3
10837,53,M,55.3,198,177,169,51,49.8,1273.0,Strength,14.7,2100.0,2,2
10838,35,M,95.9,169,175,129,58,73.2,1674.0,Cardio,27.5,2100.0,3,3
10839,33,M,89.6,162,175,137,56,65.4,906.0,Cardio,23.9,1600.0,3,1
10840,21,M,86.3,186,167,143,73,75.6,1783.0,Cardio,27.1,3100.0,3,2
10841,33,M,42.7,182,196,145,68,74.4,1436.0,Yoga,26.3,3700.0,4,1
10842,33,F,103.3,172,180,162,58,39.6,1104.0,Yoga,22.6,3200.0,2,1
10843,33,M,76.8,172,193,126,69,75.6,790.0,HIIT,31.8,3300.0,4,1
10844,23,F,69.1,163,198,138,57,120.0,1549.0,Yoga,21.4,3300.0,2,1
10845,30,M,75.6,182,196,138,74,78.6,925.0,Cardio,32.4,3300.0,3,3
10846,18,F,42.0,174,197,120,57,120.0,1236.0,Cardio,26.6,1500.0,3,2
10847,56,M,62.9,150,194,153,74,111.0,991.0,Yoga,23.2,2400.0,3,2
10848,22,F,53.5,176,194,137,66,120.0,1395.0,Strength,13.1,2300.0,5,2
10849,21,F,90.7,175,190,135,54,61.8,1155.0,Cardio,28.0,2300.0,3,2
10850,21,M,74.7,159,161,169,74,64.8,1379.0,Yoga,15.2,2500.0,3,2
10851,50,M,82.6,171,164,160,63,79.8,1011.0,Yoga,22.4,3600.0,5,2
10852,27,M,40.0,176,183,125,60,62.4,1783.0,Yoga,21.9,3300.0,4,2
10853,27,F,70.1,158,169,156,63,49.2,797.0,Cardio,28.1,3400.0,3,1
10854,29,F,40.2,170,184,152,70,109.2,744.0,Strength,13.2,2600.0,3,2
10855,19,F,76.4,179,189,132,57,84.6,1414.0,HIIT,33.3,3500.0,3,2
10856,39,M,78.5,159,197,153,71,112.8,1009.0,Yoga,26.0,3700.0,5,1
10857,26,M,61.0,197,172,140,74,119.4,1298.0,Cardio,21.8,2600.0,0,2
10858,20,F,82.6,160,174,149,63,120.0,775.0,HIIT,22.9,3300.0,2,2
10859,34,M,91.2,150,193,165,61,67.8,905.0,Strength,24.0,3400.0,4,1
10860,23,M,46.7,165,164,159,68,108.6,1563.0,Yoga,15.8,2500.0,4,2
10861,28,F,74.2,150,191,129,72,106.2,848.0,Strength,17.3,1500.0,3,2
10862,18,F,64.0,151,176,129,74,70.8,992.0,Strength,26.7,3400.0,5,3
10863,32,M,52.8,161,169,169,70,52.8,1375.0,Strength,24.2,2700.0,5,1
10864,47,M,40.0,173,170,160,66,76.2,1249.0,Cardio,22.8,3600.0,2,1
10865,19,M,40.0,159,187,152,73,91.2,948.0,Yoga,27.1,1600.0,3,0
10866,39,M,70.7,158,189,163,66,101.4,1146.0,Yoga,21.9,3200.0,3,1
10867,41,M,77.0,150,190,146,56,78.0,1067.0,Strength,27.5,3300.0,4,2
10868,23,M,117.8,188,168,167,55,81.0,1259.0,Strength,32.3,1600.0,3,2
10869,31,F,76.2,164,169,137,72,44.4,1207.0,Strength,23.3,2700.0,0,3
10870,50,F,57.3,172,197,133,56,120.0,950.0,Yoga,11.1,3200.0,2,3
10871,22,F,103.1,172,168,166,59,64.2,978.0,HIIT,23.1,1900.0,2,2
10872,29,F,77.4,169,179,132,74,66.6,712.0,Yoga,27.0,3500.0,2,3
10873,18,M,84.1,178,194,145,64,120.0,686.0,Cardio,30.3,3300.0,3,3
10874,29,M,40.0,186,180,169,63,75.6,986.0,Yoga,25.3,1500.0,3,1
10875,42,M,66.0,160,196,159,52,115.8,1042.0,Strength,16.4,3500.0,4,2
10876,51,F,84.6,177,197,141,55,86.4,543.0,HIIT,23.4,2900.0,5,3
10877,51,M,100.7,175,185,138,73,90.0,703.0,Strength,25.5,1800.0,4,3
10878,22,M,58.6,200,165,169,57,120.0,1402.0,Strength,30.0,3500.0,4,2
10879,21,F,57.4,174,179,161,73,120.0,457.0,HIIT,27.7,2500.0,3,1
10880,21,M,69.5,154,167,158,72,76.8,1044.0,Yoga,27.9,2900.0,2,0
10881,26,F,42.2,191,174,127,72,99.0,455.0,Strength,23.6,2900.0,3,2
10882,18,M,66.6,162,192,156,58,78.0,1250.0,Cardio,21.3,3200.0,5,1
10883,37,F,94.4,170,193,127,70,76.2,1183.0,HIIT,16.4,3400.0,4,1
10884,45,M,111.9,173,177,129,54,55.2,1267.0,Strength,18.3,2600.0,4,1
10885,51,M,61.1,182,165,163,57,71.4,1171.0,Yoga,31.7,2500.0,4,3
10886,18,F,96.0,182,198,144,58,71.4,323.0,Yoga,23.8,1800.0,3,1
10887,27,F,89.7,167,172,130,64,87.6,729.0,Yoga,27.7,3400.0,4,2
10888,34,F,61.0,169,190,159,63,59.4,1040.0,Cardio,23.6,3600.0,5,3
10889,31,F,75.6,157,163,152,71,57.6,668.0,Yoga,25.8,2300.0,4,1
10890,19,F,90.6,185,187,131,68,100.2,607.0,HIIT,27.5,3300.0,2,2
10891,47,F,90.8,167,186,120,74,85.8,506.0,Strength,32.0,2700.0,3,3
10892,33,F,129.9,169,168,152,74,96.6,810.0,Strength,27.5,3500.0,0,2
10893,19,F,40.0,177,179,139,74,73.2,1173.0,Yoga,27.7,1600.0,3,3
10894,27,M,112.6,179,174,167,60,41.4,1282.0,Strength,28.6,1500.0,2,1
10895,46,M,108.9,186,162,165,74,85.2,936.0,Strength,22.2,1900.0,4,2
10896,26,M,43.2,180,185,149,52,112.2,1019.0,Cardio,23.5,2100.0,4,2
10897,18,F,61.1,174,191,159,69,81.6,1311.0,HIIT,15.6,3400.0,2,2
10898,38,M,85.5,177,175,156,50,67.8,766.0,HIIT,14.6,3400.0,2,1
10899,18,F,50.1,180,174,125,50,82.8,1185.0,HIIT,30.8,3400.0,3,2
10900,45,M,129.9,175,197,154,73,118.2,757.0,Cardio,23.5,2400.0,5,1
10901,47,F,93.3,173,184,123,62,87.0,998.0,Yoga,15.1,1700.0,4,2
10902,45,F,73.7,170,190,167,67,66.6,1100.0,Yoga,29.1,1800.0,2,1
10903,18,M,86.1,200,180,158,72,76.2,1173.0,HIIT,19.7,3500.0,2,3
10904,18,F,40.0,177,189,137,74,36.0,829.0,Cardio,24.7,2600.0,4,1
10905,46,F,40.8,171,191,162,52,55.8,903.0,Yoga,14.2,1900.0,2,0
10906,43,M,56.4,180,174,161,74,61.8,327.0,Strength,10.0,3200.0,3,1
10907,45,F,60.7,163,170,139,74,70.8,1356.0,Cardio,10.0,3300.0,3,3
10908,43,F,40.0,169,187,162,66,54.0,886.0,Strength,28.0,2200.0,2,1
10909,29,F,84.4,167,184,160,74,76.8,1475.0,Yoga,10.0,2100.0,5,2
10910,18,F,67.5,171,185,166,58,108.6,1162.0,Cardio,10.6,3500.0,3,2
10911,21,F,62.1,168,173,158,71,73.8,1186.0,Yoga,26.4,3500.0,4,1
10912,41,M,83.7,192,161,163,59,82.2,1308.0,Cardio,21.4,1500.0,2,2
10913,26,F,80.6,186,195,127,53,120.0,564.0,Strength,23.1,1500.0,3,2
10914,33,M,60.8,178,189,147,73,62.4,951.0,Cardio,27.3,3300.0,4,2
10915,21,M,62.3,191,198,141,51,88.2,1394.0,Yoga,22.7,1800.0,3,2
10916,49,F,97.4,167,171,132,72,118.2,1091.0,Cardio,30.4,3600.0,3,1
10917,19,M,51.4,178,167,154,70,120.0,1218.0,Yoga,29.8,2100.0,3,2
10918,31,M,79.1,174,192,167,74,55.8,1157.0,Cardio,18.7,1900.0,2,3
10919,43,M,57.5,200,172,126,64,84.0,735.0,Cardio,16.9,2100.0,3,1
10920,43,F,70.6,171,193,148,54,76.8,725.0,Cardio,27.1,3600.0,3,1
10921,18,F,72.5,179,173,140,67,80.4,1629.0,Strength,27.3,2700.0,5,1
10922,44,F,68.0,166,182,146,68,49.2,1278.0,HIIT,20.7,3000.0,5,1
10923,21,F,121.6,178,182,151,50,108.6,1242.0,Yoga,21.0,3500.0,4,2
10924,58,F,51.2,172,165,139,70,47.4,1612.0,Yoga,20.6,2100.0,3,3
10925,35,F,60.8,164,161,127,74,94.2,1132.0,Yoga,20.7,3700.0,3,3
10926,26,F,64.7,175,172,157,52,81.0,1193.0,Yoga,23.5,1600.0,3,2
10927,24,F,58.5,187,183,128,74,81.6,1034.0,HIIT,24.8,3300.0,4,1
10928,31,F,49.1,170,162,167,63,66.0,891.0,Strength,23.5,2900.0,3,1
10929,39,F,67.8,159,164,158,74,99.0,1374.0,Strength,25.9,2600.0,5,2
10930,18,M,71.5,169,186,124,60,91.8,763.0,Yoga,16.9,2500.0,2,1
